provinceName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,date
重庆市,181,426,0,31,2,2020-02-08
云南省,137,138,0,12,0,2020-02-08
辽宁省,85,99,0,7,0,2020-02-07
湖北省,138,22112,0,867,618,2020-02-07
江苏省,15662,408,0,43,0,2020-02-07
河南省,128,914,0,86,3,2020-02-07
河南省,85,914,0,85,3,2020-02-07
湖北省,52,22112,0,865,618,2020-02-07
河南省,55,914,0,84,3,2020-02-07
福建省,853,224,0,20,0,2020-02-07
湖北省,827,22112,0,864,618,2020-02-07
辽宁省,292,96,0,7,0,2020-02-07
河南省,276,914,0,80,3,2020-02-07
海南省,78,117,0,10,2,2020-02-07
湖北省,56,22112,0,856,618,2020-02-07
山西省,359,96,0,15,0,2020-02-07
重庆市,858,415,0,31,2,2020-02-07
江苏省,39,408,0,41,0,2020-02-07
河北省,41,172,0,22,1,2020-02-07
湖北省,51,22112,0,855,618,2020-02-07
重庆市,119,415,0,28,2,2020-02-07
湖南省,227,772,0,112,0,2020-02-07
湖北省,198,22112,0,854,618,2020-02-07
浙江省,187,1006,0,123,0,2020-02-07
山东省,15679,386,0,37,0,2020-02-07
福建省,830,224,0,16,0,2020-02-07
河北省,14,172,0,20,1,2020-02-07
河南省,17,914,0,76,3,2020-02-07
河北省,15677,172,0,18,1,2020-02-07
内蒙古自治区,67,50,0,5,0,2020-02-07
宁夏回族自治区,86,43,0,5,0,2020-02-07
浙江省,84,1006,0,119,0,2020-02-07
江苏省,328,408,0,40,0,2020-02-07
贵州省,82,81,0,6,1,2020-02-07
浙江省,140,1006,0,116,0,2020-02-07
河北省,129,172,0,17,1,2020-02-07
海南省,32,115,0,10,2,2020-02-07
广东省,838,1034,0,88,1,2020-02-07
云南省,34,136,0,13,0,2020-02-07
湖北省,521,22112,0,840,618,2020-02-07
重庆市,832,415,0,25,2,2020-02-07
河北省,767,172,0,16,1,2020-02-07
广东省,324,1034,0,75,1,2020-02-07
山东省,56,386,0,36,0,2020-02-07
四川省,460,344,0,42,1,2020-02-07
陕西省,714,184,0,17,0,2020-02-07
宁夏回族自治区,285,43,0,3,0,2020-02-07
辽宁省,264,95,0,7,0,2020-02-07
湖北省,277,22112,0,832,618,2020-02-07
湖北省,140,22112,0,828,618,2020-02-07
陕西省,130,184,0,15,0,2020-02-07
山东省,53,386,0,31,0,2020-02-07
浙江省,350,1006,0,104,0,2020-02-07
浙江省,355,1006,0,102,0,2020-02-07
云南省,117,136,0,7,0,2020-02-07
黑龙江省,53,277,0,12,3,2020-02-07
浙江省,456,1006,0,99,0,2020-02-07
辽宁省,562,95,0,6,0,2020-02-07
辽宁省,65,94,0,6,0,2020-02-07
四川省,783,344,0,41,1,2020-02-07
浙江省,767,1006,0,98,0,2020-02-07
河南省,66,914,0,70,3,2020-02-07
浙江省,206,1006,0,100,0,2020-02-07
广东省,29,1018,0,75,1,2020-02-07
广东省,296,1018,0,73,1,2020-02-07
广东省,563,1018,0,69,1,2020-02-07
上海市,74,277,166,30,1,2020-02-07
海南省,12711,115,0,8,2,2020-02-07
天津市,12713,81,0,2,1,2020-02-07
湖南省,789,772,0,104,0,2020-02-07
安徽省,266,665,0,47,0,2020-02-07
四川省,75,344,0,39,1,2020-02-07
黑龙江省,204,277,0,9,3,2020-02-07
上海市,215,269,166,30,1,2020-02-07
四川省,333,344,0,38,1,2020-02-07
新疆维吾尔自治区,326,39,0,0,0,2020-02-07
河南省,149,914,0,68,3,2020-02-07
湖北省,76,22112,0,818,618,2020-02-07
黑龙江省,114,277,0,8,3,2020-02-07
天津市,780,79,0,2,1,2020-02-07
北京市,195,297,0,33,1,2020-02-07
北京市,129,274,0,31,1,2020-02-07
福建省,65,224,0,15,0,2020-02-07
福建省,75,215,0,14,0,2020-02-07
海南省,298,114,0,8,2,2020-02-07
海南省,132,114,0,9,2,2020-02-07
海南省,773,111,0,8,2,2020-02-07
甘肃省,193,67,0,9,0,2020-02-07
湖北省,457,22112,0,817,618,2020-02-07
陕西省,127,184,0,11,0,2020-02-07
内蒙古自治区,263,50,0,4,0,2020-02-07
内蒙古自治区,151,46,0,4,0,2020-02-07
广东省,122,1018,0,69,0,2020-02-07
云南省,12722,135,0,7,0,2020-02-07
湖南省,12808,772,0,91,0,2020-02-07
广西壮族自治区,52,172,0,17,0,2020-02-07
江西省,67,661,0,45,0,2020-02-07
浙江省,66,1006,0,94,0,2020-02-07
黑龙江省,73,227,0,8,3,2020-02-07
贵州省,72,77,0,6,1,2020-02-07
江苏省,59,408,0,38,0,2020-02-07
宁夏回族自治区,10527,43,0,1,0,2020-02-07
安徽省,681,665,0,34,0,2020-02-07
四川省,10528,344,0,37,1,2020-02-07
四川省,10532,344,0,27,1,2020-02-07
吉林省,550,65,0,4,1,2020-02-07
河北省,710,171,0,16,1,2020-02-07
山东省,109,347,0,27,0,2020-02-07
山东省,125,379,0,31,0,2020-02-07
海南省,178,106,0,8,2,2020-02-07
上海市,263,269,166,25,1,2020-02-07
重庆市,264,411,0,24,2,2020-02-07
山西省,199,96,0,12,0,2020-02-07
辽宁省,110,94,0,5,0,2020-02-06
吉林省,111,59,0,4,0,2020-02-06
山西省,202,90,0,12,0,2020-02-06
河北省,302,157,0,13,1,2020-02-06
陕西省,303,173,0,9,0,2020-02-06
重庆市,192,400,0,24,2,2020-02-06
安徽省,24,591,0,34,0,2020-02-06
湖南省,106,711,0,81,0,2020-02-06
广东省,55,970,0,69,0,2020-02-06
湖北省,53,19665,0,712,549,2020-02-06
湖北省,400,19665,0,699,549,2020-02-06
河南省,179,851,0,56,2,2020-02-06
海南省,13,106,0,8,1,2020-02-06
河北省,47,157,0,12,1,2020-02-06
山西省,128,90,0,8,0,2020-02-06
辽宁省,65,91,0,5,0,2020-02-06
广东省,31,970,0,65,0,2020-02-06
陕西省,373,173,0,8,0,2020-02-06
河北省,688,157,0,10,1,2020-02-06
福建省,401,215,0,14,0,2020-02-06
湖南省,291,711,0,79,0,2020-02-06
浙江省,182,954,0,94,0,2020-02-06
重庆市,109,400,0,15,2,2020-02-06
广东省,63,970,0,57,0,2020-02-06
广东省,48,970,0,52,0,2020-02-06
浙江省,30,954,0,89,0,2020-02-06
辽宁省,59,91,0,4,0,2020-02-06
湖北省,481,19665,0,694,549,2020-02-06
湖北省,37,19665,0,683,549,2020-02-06
湖北省,69,19665,0,671,549,2020-02-06
贵州省,321,71,0,6,1,2020-02-06
贵州省,219,69,0,6,1,2020-02-06
云南省,333,133,0,7,0,2020-02-06
重庆市,629,389,0,15,2,2020-02-06
广东省,8519,944,0,50,0,2020-02-06
云南省,630,128,0,6,0,2020-02-06
吉林省,229,59,0,3,0,2020-02-06
河北省,47,157,0,9,1,2020-02-06
黑龙江省,448,227,0,8,3,2020-02-06
黑龙江省,39,227,0,7,3,2020-02-06
四川省,486,321,0,31,1,2020-02-06
四川省,102,321,0,27,1,2020-02-06
江苏省,96,373,0,34,0,2020-02-06
安徽省,54,591,0,32,0,2020-02-06
安徽省,226,591,0,23,0,2020-02-06
山东省,55,347,0,27,0,2020-02-06
山东省,334,343,0,21,0,2020-02-06
湖南省,224,711,0,67,0,2020-02-06
河南省,225,851,0,54,2,2020-02-06
新疆维吾尔自治区,451,36,0,0,0,2020-02-06
上海市,61,257,0,25,1,2020-02-06
上海市,60,254,0,25,1,2020-02-06
湖北省,181,19665,0,651,549,2020-02-06
天津市,173,78,0,2,1,2020-02-06
海南省,267,106,0,5,1,2020-02-06
海南省,271,100,0,5,1,2020-02-06
北京市,11,274,0,31,1,2020-02-06
广西壮族自治区,97,168,0,14,0,2020-02-06
陕西省,68,173,0,7,0,2020-02-06
福建省,323,215,0,11,0,2020-02-06
吉林省,171,59,0,2,0,2020-02-06
北京市,159,274,0,24,1,2020-02-06
山西省,91,90,0,6,0,2020-02-06
陕西省,8565,173,0,6,0,2020-02-06
江苏省,100,373,0,29,0,2020-02-06
江苏省,637,373,0,27,0,2020-02-06
江西省,28,600,0,37,0,2020-02-06
内蒙古自治区,590,46,0,4,0,2020-02-06
内蒙古自治区,523,46,0,3,0,2020-02-06
青海省,230,18,0,3,0,2020-02-06
上海市,36,254,0,15,1,2020-02-06
浙江省,103,954,0,81,0,2020-02-06
宁夏回族自治区,258,40,0,1,0,2020-02-06
广东省,89,944,0,49,0,2020-02-06
江苏省,40,373,0,26,0,2020-02-06
黑龙江省,35,227,0,5,3,2020-02-06
黑龙江省,63,227,0,7,2,2020-02-06
黑龙江省,521,190,0,7,2,2020-02-06
新疆维吾尔自治区,292,32,0,0,0,2020-02-06
湖南省,9,711,0,56,0,2020-02-06
广西壮族自治区,417,168,0,13,0,2020-02-06
上海市,6737,254,0,15,0,2020-02-06
山东省,6738,343,0,18,0,2020-02-06
河北省,524,157,0,7,1,2020-02-06
天津市,293,69,0,2,1,2020-02-06
云南省,381,128,0,5,0,2020-02-06
湖北省,578,19665,0,633,549,2020-02-06
湖北省,90,16678,0,538,479,2020-02-06
海南省,76,99,0,5,1,2020-02-06
甘肃省,18,62,0,6,0,2020-02-06
湖北省,150,16678,0,536,479,2020-02-05
辽宁省,294,89,0,4,0,2020-02-05
山西省,158,81,0,5,0,2020-02-05
河南省,58,764,0,47,2,2020-02-05
山西省,26,81,0,4,0,2020-02-05
湖南省,203,661,0,54,0,2020-02-05
甘肃省,204,57,0,6,0,2020-02-05
甘肃省,62,57,0,4,0,2020-02-05
浙江省,384,895,0,78,0,2020-02-05
河南省,203,764,0,50,2,2020-02-05
河南省,151,764,0,46,2,2020-02-05
河南省,55,764,0,41,2,2020-02-05
湖南省,385,661,0,53,0,2020-02-05
湖南省,197,661,0,39,0,2020-02-05
浙江省,144,895,0,70,0,2020-02-05
安徽省,22,530,0,23,0,2020-02-05
安徽省,194,530,0,21,0,2020-02-05
广东省,101,895,0,49,0,2020-02-05
辽宁省,54,88,0,4,0,2020-02-05
江苏省,236,341,0,23,0,2020-02-05
贵州省,277,64,0,9,1,2020-02-05
福建省,510,205,0,11,0,2020-02-05
黑龙江省,234,190,0,7,2,2020-02-05
广西壮族自治区,584,150,0,13,0,2020-02-05
辽宁省,418,88,0,3,0,2020-02-05
广西壮族自治区,98,150,0,12,0,2020-02-05
湖北省,95,16678,0,537,479,2020-02-05
河北省,143,135,0,6,1,2020-02-05
河北省,237,135,0,4,1,2020-02-05
海南省,51,91,0,5,1,2020-02-05
吉林省,526,54,0,2,0,2020-02-05
贵州省,524,64,0,8,1,2020-02-05
广东省,5461,895,0,42,0,2020-02-05
浙江省,5466,895,0,68,0,2020-02-05
山东省,19,307,0,15,0,2020-02-05
四川省,82,301,0,24,1,2020-02-05
黑龙江省,125,190,0,8,2,2020-02-05
辽宁省,28,81,0,3,0,2020-02-05
贵州省,426,64,0,8,0,2020-02-05
湖北省,133,16678,0,533,479,2020-02-05
重庆市,126,376,0,15,2,2020-02-05
广东省,205,895,0,37,0,2020-02-05
内蒙古自治区,49,42,0,3,0,2020-02-05
陕西省,347,165,0,6,0,2020-02-05
内蒙古自治区,13,42,0,1,0,2020-02-05
吉林省,47,54,0,3,0,2020-02-05
湖北省,80,16678,0,525,479,2020-02-05
云南省,32,124,0,5,0,2020-02-05
山东省,384,307,0,13,0,2020-02-05
上海市,383,243,0,15,1,2020-02-05
北京市,19,253,0,24,1,2020-02-05
福建省,31,205,0,7,0,2020-02-05
福建省,57,194,0,7,0,2020-02-05
湖北省,233,16678,0,520,479,2020-02-05
浙江省,166,895,0,65,0,2020-02-05
天津市,14,69,0,2,1,2020-02-05
青海省,234,17,0,3,0,2020-02-05
青海省,85,17,0,0,0,2020-02-05
湖北省,44,16678,0,522,479,2020-02-05
天津市,47,69,0,2,0,2020-02-05
海南省,29,91,0,4,1,2020-02-05
海南省,38,91,0,6,1,2020-02-05
江苏省,5486,341,0,13,0,2020-02-05
陕西省,109,165,0,2,0,2020-02-05
海南省,76,89,0,6,1,2020-02-05
陕西省,31,142,0,2,0,2020-02-05
河北省,4651,135,0,5,1,2020-02-05
海南省,8,80,0,5,1,2020-02-05
新疆维吾尔自治区,347,32,0,0,0,2020-02-05
广东省,181,870,0,32,0,2020-02-05
广东省,157,813,0,30,0,2020-02-05
湖南省,29,661,0,35,0,2020-02-05
内蒙古自治区,275,35,0,1,0,2020-02-05
湖南省,40,593,0,31,0,2020-02-05
江西省,109,548,0,27,0,2020-02-05
江西省,157,476,0,20,0,2020-02-05
浙江省,28,895,0,63,0,2020-02-05
浙江省,101,829,0,62,0,2020-02-05
黑龙江省,70,190,0,4,2,2020-02-05
黑龙江省,158,155,0,4,2,2020-02-05
江苏省,277,341,0,17,0,2020-02-05
江苏省,305,308,0,12,0,2020-02-05
贵州省,424,64,0,5,0,2020-02-05
贵州省,14,58,0,2,0,2020-02-05
安徽省,275,530,0,20,0,2020-02-05
安徽省,11,480,0,20,0,2020-02-05
河南省,198,764,2,48,2,2020-02-05
山东省,128,298,0,13,0,2020-02-05
山东省,95,275,0,11,0,2020-02-05
四川省,4334,301,0,23,1,2020-02-05
广西壮族自治区,164,150,0,10,0,2020-02-05
河北省,159,136,0,5,1,2020-02-05
吉林省,34,54,0,1,0,2020-02-05
上海市,106,233,0,12,1,2020-02-05
重庆市,107,366,0,14,2,2020-02-05
重庆市,13,366,0,9,2,2020-02-05
云南省,39,122,0,5,0,2020-02-05
甘肃省,55,57,0,4,0,2020-02-04
江西省,267,476,0,20,0,2020-02-04
河南省,3345,675,2,27,2,2020-02-04
辽宁省,90,81,0,2,0,2020-02-04
湖南省,129,593,0,31,0,2020-02-04
四川省,38,282,0,14,1,2020-02-04
天津市,37,67,0,2,0,2020-02-04
广东省,36,813,0,30,0,2020-02-04
浙江省,120,829,0,62,0,2020-02-04
天津市,74,67,0,1,0,2020-02-04
山西省,153,74,0,4,0,2020-02-04
陕西省,97,142,0,2,0,2020-02-04
上海市,51,219,0,12,1,2020-02-04
新疆维吾尔自治区,8,29,0,0,0,2020-02-04
福建省,155,194,0,3,0,2020-02-04
山东省,146,275,0,11,0,2020-02-04
江苏省,25,308,0,12,0,2020-02-04
湖南省,82,593,0,30,0,2020-02-04
海南省,43,80,0,5,1,2020-02-04
广东省,147,813,0,27,0,2020-02-04
贵州省,236,58,0,2,0,2020-02-04
湖北省,98,13522,0,397,414,2020-02-04
湖北省,24,13522,0,395,414,2020-02-04
湖南省,221,593,0,29,0,2020-02-04
广东省,47,813,0,24,0,2020-02-04
湖北省,108,13522,0,398,414,2020-02-04
浙江省,3349,829,0,60,0,2020-02-04
山东省,203,275,0,9,0,2020-02-04
河北省,75,126,0,4,1,2020-02-04
山东省,152,275,0,7,0,2020-02-04
辽宁省,121,77,0,2,0,2020-02-04
北京市,56,228,0,23,1,2020-02-04
北京市,36,228,0,12,1,2020-02-04
北京市,3379,212,0,12,1,2020-02-04
重庆市,106,344,0,9,2,2020-02-04
重庆市,27,337,0,9,2,2020-02-04
西藏自治区,32,1,0,0,0,2020-02-04
黑龙江省,29,155,0,4,2,2020-02-04
辽宁省,86,77,0,1,0,2020-02-04
云南省,170,119,0,5,0,2020-02-04
浙江省,2562,829,0,49,0,2020-02-04
上海市,88,208,0,12,1,2020-02-04
广西壮族自治区,95,139,0,10,0,2020-02-04
安徽省,2564,480,0,20,0,2020-02-04
安徽省,143,480,0,14,0,2020-02-04
天津市,77,66,0,1,0,2020-02-04
海南省,73,80,0,4,1,2020-02-04
天津市,61,60,0,1,0,2020-02-04
湖南省,46,593,0,26,0,2020-02-04
江苏省,44,308,0,10,0,2020-02-04
广西壮族自治区,30,139,0,7,0,2020-02-04
广东省,24,797,0,24,0,2020-02-04
福建省,8,194,0,1,0,2020-02-04
吉林省,87,42,0,1,0,2020-02-04
内蒙古自治区,13,35,0,1,0,2020-02-04
陕西省,184,142,0,1,0,2020-02-04
宁夏回族自治区,32,34,0,1,0,2020-02-04
江西省,11,476,0,19,0,2020-02-04
陕西省,10,128,0,1,0,2020-02-04
广东省,172,797,0,21,0,2020-02-04
湖南省,132,593,0,22,0,2020-02-04
浙江省,20,829,0,48,0,2020-02-04
青海省,29,15,0,0,0,2020-02-04
湖北省,2567,13522,0,396,414,2020-02-04
河南省,106,675,2,20,2,2020-02-04
贵州省,69,56,0,2,0,2020-02-04
江苏省,9,308,0,8,0,2020-02-04
河南省,167,675,2,14,2,2020-02-04
山东省,62,270,0,7,0,2020-02-04
黑龙江省,51,155,0,2,2,2020-02-04
海南省,70,79,0,4,1,2020-02-04
河北省,72,126,0,3,1,2020-02-04
上海市,23,208,0,10,1,2020-02-04
云南省,59,117,0,5,0,2020-02-04
湖北省,6,13522,0,386,414,2020-02-04
山西省,148,74,0,2,0,2020-02-04
湖北省,22,13522,0,300,414,2020-02-04
甘肃省,149,55,0,3,0,2020-02-04
安徽省,26,408,0,14,0,2020-02-03
河南省,32,566,0,16,2,2020-02-03
山东省,27,259,0,7,0,2020-02-03
海南省,1300,72,0,4,1,2020-02-03
海南省,70,71,0,4,1,2020-02-03
辽宁省,49,74,0,1,0,2020-02-03
辽宁省,66,73,0,1,0,2020-02-03
天津市,1302,60,0,1,0,2020-02-03
湖北省,18,11177,0,300,350,2020-02-03
浙江省,75,724,0,43,0,2020-02-03
浙江省,56,724,0,40,0,2020-02-03
湖北省,24,11177,0,299,350,2020-02-03
湖北省,7,11177,0,295,350,2020-02-03
河南省,17,566,0,14,2,2020-02-03
广东省,35,725,0,21,0,2020-02-03
广东省,22,725,0,15,0,2020-02-03
云南省,23,114,0,5,0,2020-02-03
广西壮族自治区,11,127,0,7,0,2020-02-03
广西壮族自治区,69,127,0,2,0,2020-02-03
福建省,144,179,0,1,0,2020-02-03
四川省,110,254,0,14,1,2020-02-03
江苏省,14,271,0,8,0,2020-02-03
江苏省,6,271,0,7,0,2020-02-03
湖南省,46,521,0,22,0,2020-02-03
湖南省,20,521,0,16,0,2020-02-03
安徽省,127,408,0,11,0,2020-02-03
北京市,7,212,0,12,1,2020-02-03
云南省,32,114,0,4,0,2020-02-03
云南省,100,114,0,3,0,2020-02-03
北京市,46,212,0,9,1,2020-02-03
宁夏回族自治区,16,31,0,1,0,2020-02-03
重庆市,14,312,0,8,2,2020-02-03
重庆市,35,312,0,7,2,2020-02-03
上海市,32,203,0,10,1,2020-02-03
山东省,46,259,0,6,0,2020-02-03
黑龙江省,958,121,0,2,2,2020-02-03
新疆维吾尔自治区,22,24,0,0,0,2020-02-03
云南省,4,109,0,3,0,2020-02-03
天津市,3,56,0,1,0,2020-02-03
天津市,96,54,0,1,0,2020-02-03
安徽省,75,408,0,8,0,2020-02-03
福建省,60,179,0,0,0,2020-02-03
山西省,30,66,0,2,0,2020-02-03
青海省,19,13,0,0,0,2020-02-03
天津市,12,48,0,1,0,2020-02-03
内蒙古自治区,7,34,0,1,0,2020-02-03
陕西省,959,128,0,0,0,2020-02-03
海南省,61,70,0,4,1,2020-02-03
宁夏回族自治区,57,31,0,0,0,2020-02-03
黑龙江省,49,118,0,2,2,2020-02-03
江西省,39,391,0,18,0,2020-02-03
广东省,27,683,0,15,0,2020-02-03
浙江省,49,724,0,36,0,2020-02-03
安徽省,40,408,0,7,0,2020-02-03
重庆市,36,300,0,7,2,2020-02-03
四川省,33,254,0,12,1,2020-02-03
山东省,32,246,0,6,0,2020-02-03
上海市,30,193,0,10,1,2020-02-03
河北省,18,113,0,3,1,2020-02-03
山西省,9,66,0,3,0,2020-02-03
甘肃省,7,51,0,3,0,2020-02-03
贵州省,2,46,0,2,0,2020-02-03
吉林省,17,31,0,1,0,2020-02-03
海南省,659,64,0,4,1,2020-02-02
河南省,15,493,0,10,2,2020-02-02
甘肃省,7,40,0,3,0,2020-02-02
辽宁省,2,70,0,1,0,2020-02-02
江西省,39,333,0,12,0,2020-02-02
四川省,19,231,0,11,1,2020-02-02
海南省,17,64,0,3,1,2020-02-02
安徽省,16,340,0,7,0,2020-02-02
湖南省,11,463,0,16,0,2020-02-02
河南省,38,493,0,9,2,2020-02-02
浙江省,33,661,0,32,0,2020-02-02
广东省,34,632,0,15,0,2020-02-02
湖北省,4,9074,0,267,294,2020-02-02
湖北省,18,9074,0,261,294,2020-02-02
浙江省,28,661,0,31,0,2020-02-02
江苏省,15,236,0,7,0,2020-02-02
天津市,3,48,0,1,0,2020-02-02
湖南省,57,463,0,15,0,2020-02-02
甘肃省,3,40,0,1,0,2020-02-02
河南省,4,493,0,5,2,2020-02-02
云南省,4,105,0,3,0,2020-02-02
云南省,8,99,0,3,0,2020-02-02
山西省,61,56,0,2,0,2020-02-02
四川省,32,231,0,4,1,2020-02-02
山西省,43,56,0,1,0,2020-02-02
安徽省,39,340,0,6,0,2020-02-02
湖北省,20,9074,0,252,294,2020-02-02
山东省,6,230,0,6,0,2020-02-02
山东省,12,230,0,5,0,2020-02-02
湖南省,658,463,0,12,0,2020-02-02
海南省,51,64,0,2,1,2020-02-02
海南省,18,63,0,2,1,2020-02-02
湖南省,23,463,0,9,0,2020-02-02
湖南省,2,463,0,8,0,2020-02-02
海南省,42,63,0,1,1,2020-02-02
广东省,35,632,0,14,0,2020-02-02
北京市,27,191,0,9,1,2020-02-02
北京市,24,183,0,9,1,2020-02-02
重庆市,15,275,0,7,1,2020-02-02
重庆市,15,275,0,3,1,2020-02-02
青海省,13,11,0,0,0,2020-02-02
西藏自治区,9,1,0,0,0,2020-02-02
云南省,8,99,0,2,0,2020-02-02
辽宁省,7,69,0,1,0,2020-02-02
辽宁省,5,64,0,1,0,2020-02-02
天津市,3,48,0,0,0,2020-02-02
江西省,10,333,0,10,0,2020-02-02
上海市,3,182,0,10,1,2020-02-02
天津市,9,45,0,0,0,2020-02-02
湖南省,497,463,0,11,0,2020-02-02
河南省,4,493,0,4,2,2020-02-02
浙江省,26,661,0,24,0,2020-02-02
浙江省,26,661,0,23,0,2020-02-02
福建省,32,159,0,0,0,2020-02-02
内蒙古自治区,22,27,0,1,0,2020-02-02
内蒙古自治区,9,23,0,1,0,2020-02-02
陕西省,9,116,0,0,0,2020-02-02
黑龙江省,8,95,0,2,2,2020-02-02
山东省,5,225,0,5,0,2020-02-02
上海市,5,177,0,10,1,2020-02-02
湖北省,3,9074,0,215,294,2020-02-02
河北省,1,104,1,3,1,2020-02-02
吉林省,1,23,0,1,0,2020-02-02
浙江省,0,661,0,23,1,2020-02-02
吉林省,0,22,0,7,0,2020-02-02
宁夏回族自治区,0,28,0,0,0,2020-02-02
安徽省,0,340,0,5,0,2020-02-02
黑龙江省,0,95,0,4,2,2020-02-02
广东省,0,604,0,14,0,2020-02-02
广东省,0,535,0,12,0,2020-02-02
江苏省,0,236,0,6,0,2020-02-02
贵州省,0,38,0,2,0,2020-02-02
四川省,0,231,0,3,1,2020-02-02
新疆维吾尔自治区,0,21,0,0,0,2020-02-02
山东省,0,206,0,4,0,2020-02-02
河北省,0,104,1,0,1,2020-02-02
广西壮族自治区,0,111,0,2,0,2020-02-02
重庆市,0,262,0,3,1,2020-02-02
云南省,0,93,0,2,0,2020-02-01
云南省,0,91,0,2,0,2020-02-01
天津市,0,41,0,0,0,2020-02-01
甘肃省,0,40,0,0,0,2020-02-01
甘肃省,0,35,0,0,0,2020-02-01
辽宁省,0,64,0,1,0,2020-02-01
广东省,0,535,0,14,0,2020-02-01
江苏省,0,202,0,6,0,2020-02-01
安徽省,0,297,0,5,0,2020-02-01
吉林省,0,17,0,1,0,2020-02-01
青海省,0,9,0,0,0,2020-02-01
海南省,0,62,0,1,1,2020-02-01
河南省,0,422,0,3,2,2020-02-01
广东省,0,535,0,13,0,2020-02-01
天津市,0,38,0,0,0,2020-02-01
湖北省,0,7153,0,168,249,2020-02-01
湖北省,0,7153,0,167,249,2020-02-01
湖北省,0,7153,0,166,249,2020-02-01
广东省,0,535,0,11,0,2020-02-01
广东省,0,535,0,12,0,2020-02-01
安徽省,0,297,0,4,0,2020-02-01
重庆市,0,247,0,3,1,2020-02-01
湖南省,0,389,0,8,0,2020-02-01
浙江省,0,599,0,21,0,2020-02-01
云南省,0,91,0,1,0,2020-02-01
黑龙江省,0,80,0,2,2,2020-02-01
新疆维吾尔自治区,0,18,0,0,0,2020-02-01
北京市,0,168,0,9,1,2020-02-01
北京市,0,156,0,5,1,2020-02-01
安徽省,0,297,0,3,0,2020-02-01
上海市,0,169,0,10,1,2020-02-01
海南省,0,60,0,1,1,2020-02-01
宁夏回族自治区,0,26,0,0,0,2020-02-01
山东省,0,206,0,3,0,2020-02-01
山东省,0,206,0,2,0,2020-02-01
辽宁省,0,63,0,1,0,2020-02-01
湖南省,0,389,0,5,0,2020-02-01
天津市,0,37,0,0,0,2020-02-01
四川省,0,207,0,3,1,2020-02-01
北京市,0,156,0,4,1,2020-02-01
海南省,0,57,0,1,1,2020-02-01
湖南省,0,389,0,4,0,2020-02-01
江苏省,0,202,0,5,0,2020-02-01
福建省,0,144,0,0,0,2020-02-01
内蒙古自治区,0,23,0,1,0,2020-02-01
江苏省,0,202,0,8,0,2020-02-01
陕西省,0,101,0,0,0,2020-02-01
湖南省,0,389,0,3,0,2020-02-01
海南省,0,57,0,1,2,2020-02-01
天津市,0,34,0,0,0,2020-02-01
重庆市,0,238,0,1,1,2020-02-01
山东省,0,202,0,2,0,2020-02-01
江西省,0,286,0,9,0,2020-02-01
广东省,0,520,0,10,0,2020-02-01
黑龙江省,0,80,0,0,2,2020-02-01
安徽省,0,237,0,3,0,2020-02-01
浙江省,0,599,0,15,0,2020-02-01
河南省,0,422,0,2,2,2020-02-01
辽宁省,0,60,0,1,0,2020-02-01
广西壮族自治区,0,100,0,2,0,2020-02-01
湖北省,0,7153,0,119,249,2020-02-01
河北省,0,96,0,0,1,2020-02-01
上海市,0,153,0,9,1,2020-02-01
重庆市,0,238,0,1,0,2020-02-01
海南省,0,53,0,1,1,2020-02-01
山西省,0,47,0,1,0,2020-02-01
浙江省,0,537,0,11,0,2020-02-01
浙江省,0,538,0,14,0,2020-01-31
湖北省,0,5806,0,141,204,2020-01-31
广东省,0,436,0,11,0,2020-01-31
湖北省,0,5806,0,136,204,2020-01-31
江苏省,0,168,0,5,0,2020-01-31
内蒙古自治区,0,20,0,1,0,2020-01-31
贵州省,0,29,0,2,0,2020-01-31
云南省,0,83,0,1,0,2020-01-31
新疆维吾尔自治区,0,17,0,0,0,2020-01-31
上海市,0,135,0,9,1,2020-01-31
浙江省,0,538,0,11,0,2020-01-31
海南省,0,52,0,1,1,2020-01-31
贵州省,0,29,0,1,0,2020-01-31
广东省,0,436,0,10,0,2020-01-31
内蒙古自治区,0,20,0,0,0,2020-01-31
北京市,0,139,0,5,1,2020-01-31
北京市,0,132,0,5,1,2020-01-31
浙江省,0,537,0,10,0,2020-01-31
重庆市,0,211,0,1,0,2020-01-31
重庆市,0,206,0,1,0,2020-01-31
山东省,0,184,0,2,0,2020-01-31
山东省,0,178,0,2,0,2020-01-31
海南省,0,51,0,1,1,2020-01-31
河南省,0,352,0,3,2,2020-01-31
吉林省,0,14,0,1,0,2020-01-31
辽宁省,0,48,0,1,0,2020-01-31
云南省,0,80,0,0,0,2020-01-31
福建省,0,120,0,0,0,2020-01-31
天津市,0,32,0,0,0,2020-01-31
广东省,0,393,0,9,0,2020-01-31
上海市,0,128,0,9,1,2020-01-31
广东省,0,393,0,10,0,2020-01-31
陕西省,0,87,0,0,0,2020-01-31
广东省,0,393,0,20,0,2020-01-31
内蒙古自治区,0,19,0,0,0,2020-01-31
宁夏回族自治区,0,21,0,0,0,2020-01-31
青海省,0,8,0,0,0,2020-01-31
天津市,0,31,0,0,0,2020-01-31
湖南省,0,332,0,2,0,2020-01-31
海南省,0,50,0,1,1,2020-01-31
北京市,0,121,0,5,1,2020-01-31
浙江省,0,537,0,9,0,2020-01-31
黑龙江省,0,59,0,0,2,2020-01-31
江西省,0,240,0,7,0,2020-01-31
